Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,Tool_Torque
3,297.3,309.1,1622,28.7,206,1,1,0,0,0,0,46551.4,11.800000000000011,5912.2
3,297.9,308.6,1480,40.3,21,0,0,0,0,0,0,59643.99999999999,10.700000000000045,846.3
3,300.0,310.1,1485,34.3,192,0,0,0,0,0,0,50935.49999999999,10.100000000000023,6585.599999999999
3,299.3,309.1,1519,44.0,60,0,0,0,0,0,0,66836.0,9.800000000000011,2640.0
3,299.2,309.9,1601,30.8,179,0,0,0,0,0,0,49310.8,10.699999999999989,5513.2
2,303.7,312.7,2115,17.6,41,0,0,0,0,0,0,37224.0,9.0,721.6
2,302.6,312.0,1612,34.4,161,0,0,0,0,0,0,55452.799999999996,9.399999999999977,5538.4
2,300.6,308.9,1630,33.5,32,0,0,0,0,0,0,54605.0,8.299999999999955,1072.0
2,300.1,310.4,1481,41.5,129,0,0,0,0,0,0,61461.5,10.299999999999955,5353.5
1,299.6,309.2,1859,19.6,161,0,0,0,0,0,0,36436.4,9.599999999999966,3155.6000000000004
1,299.7,309.7,1400,50.9,103,0,0,0,0,0,0,71260.0,10.0,5242.7
3,301.0,310.9,1513,38.2,5,0,0,0,0,0,0,57796.600000000006,9.899999999999977,191.0
3,296.6,307.8,1463,46.8,155,0,0,0,0,0,0,68468.4,11.199999999999989,7254.0
3,298.0,308.8,1608,33.0,213,0,0,0,0,0,0,53064.0,10.800000000000011,7029.0
3,300.6,309.6,1370,49.5,193,0,0,0,0,0,0,67815.0,9.0,9553.5
2,298.9,309.6,1571,34.8,69,0,0,0,0,0,0,54670.799999999996,10.700000000000045,2401.2
3,302.0,310.5,1426,38.2,135,0,0,0,0,0,0,54473.200000000004,8.5,5157.0
2,302.0,310.4,1485,47.2,74,0,0,0,0,0,0,70092.0,8.399999999999977,3492.8
3,295.5,306.2,1415,42.1,54,0,0,0,0,0,0,59571.5,10.699999999999989,2273.4
2,302.4,310.2,1338,45.4,6,1,0,1,0,0,0,60745.2,7.800000000000011,272.4
3,299.5,310.8,1472,42.0,83,0,0,0,0,0,0,61824.0,11.300000000000011,3486.0
1,296.5,308.3,1528,42.2,220,1,1,0,0,0,0,64481.600000000006,11.800000000000011,9284.0
2,301.1,310.9,1546,36.7,81,0,0,0,0,0,0,56738.200000000004,9.799999999999955,2972.7000000000003
3,298.6,308.4,1469,49.5,30,0,0,0,0,0,0,72715.5,9.799999999999955,1485.0
1,302.1,312.0,1430,53.0,77,0,0,0,0,0,0,75790.0,9.899999999999977,4081.0
3,299.0,309.0,1506,49.6,202,1,1,0,0,0,0,74697.6,10.0,10019.2
1,301.4,310.9,1606,36.9,73,0,0,0,0,0,0,59261.399999999994,9.5,2693.7
3,300.8,310.3,1393,40.9,86,0,0,0,0,0,0,56973.7,9.5,3517.4
2,301.4,310.6,1444,39.7,119,0,0,0,0,0,0,57326.8,9.200000000000045,4724.3
3,299.2,310.2,1746,25.8,42,0,0,0,0,0,0,45046.8,11.0,1083.6000000000001
2,301.5,310.5,1546,37.5,98,0,0,0,0,0,0,57975.0,9.0,3675.0
1,298.3,308.3,1466,41.9,207,0,0,0,0,0,0,61425.4,10.0,8673.3
3,300.1,311.3,1691,24.4,46,0,0,0,0,0,0,41260.399999999994,11.199999999999989,1122.3999999999999
2,299.1,309.0,1419,45.8,101,0,0,0,0,0,0,64990.2,9.899999999999977,4625.799999999999
3,299.0,309.5,1188,63.9,207,1,0,0,0,1,0,75913.2,10.5,13227.3
2,300.4,309.6,1396,49.3,78,0,0,0,0,0,0,68822.8,9.200000000000045,3845.3999999999996
3,300.2,309.8,1605,33.1,77,0,0,0,0,0,0,53125.5,9.600000000000023,2548.7000000000003
2,300.0,311.5,1766,28.0,47,0,0,0,0,0,0,49448.0,11.5,1316.0
2,299.5,308.3,1606,45.9,107,0,0,0,0,0,0,73715.4,8.800000000000011,4911.3
3,297.3,308.4,1317,62.5,59,0,0,0,0,0,0,82312.5,11.099999999999966,3687.5
3,298.0,307.6,1383,54.1,123,0,0,0,0,0,0,74820.3,9.600000000000023,6654.3
3,303.9,313.5,1457,49.1,120,0,0,0,0,0,0,71538.7,9.600000000000023,5892.0
3,302.2,312.7,1389,46.9,68,0,0,0,0,0,0,65144.1,10.5,3189.2
3,301.1,312.6,1433,49.0,118,0,0,0,0,0,0,70217.0,11.5,5782.0
3,299.6,309.1,1441,46.5,122,0,0,0,0,0,0,67006.5,9.5,5673.0
3,301.7,311.6,1448,40.7,77,0,0,0,0,0,0,58933.600000000006,9.900000000000034,3133.9
2,300.3,309.4,1550,34.7,5,0,0,0,0,0,0,53785.00000000001,9.099999999999966,173.5
3,300.5,310.2,1335,47.4,169,0,0,0,0,0,0,63279.0,9.699999999999989,8010.599999999999
3,301.6,311.4,1536,38.8,20,0,0,0,0,0,0,59596.799999999996,9.799999999999955,776.0
3,303.2,312.5,1511,41.9,93,0,0,0,0,0,0,63310.9,9.300000000000011,3896.7
3,301.6,311.1,1299,52.3,152,0,0,0,0,0,0,67937.7,9.5,7949.599999999999
3,300.5,308.9,1440,43.7,123,0,0,0,0,0,0,62928.00000000001,8.399999999999977,5375.1
2,298.9,308.2,1768,26.5,19,0,0,0,0,0,0,46852.0,9.300000000000011,503.5
3,298.5,310.3,1530,44.7,76,0,0,0,0,0,0,68391.0,11.800000000000011,3397.2000000000003
2,298.9,308.8,1514,43.5,182,0,0,0,0,0,0,65859.0,9.900000000000034,7917.0
3,301.5,310.5,1415,46.5,6,0,0,0,0,0,0,65797.5,9.0,279.0
2,300.7,309.7,1469,51.5,170,0,0,0,0,0,0,75653.5,9.0,8755.0
3,302.0,311.5,1491,35.2,131,0,0,0,0,0,0,52483.200000000004,9.5,4611.200000000001
3,301.7,310.5,1374,50.0,170,0,0,0,0,0,0,68700.0,8.800000000000011,8500.0
3,298.3,309.8,1570,29.6,98,0,0,0,0,0,0,46472.0,11.5,2900.8
3,301.6,310.7,1573,40.4,7,0,0,0,0,0,0,63549.2,9.099999999999966,282.8
3,298.5,309.9,2117,19.0,150,0,0,0,0,0,0,40223.0,11.399999999999977,2850.0
2,302.6,312.7,1587,33.4,156,0,0,0,0,0,0,53005.799999999996,10.099999999999966,5210.4
3,299.9,310.1,1481,36.8,61,0,0,0,0,0,0,54500.799999999996,10.200000000000045,2244.7999999999997
2,301.4,310.4,1546,39.4,82,0,0,0,0,0,0,60912.399999999994,9.0,3230.7999999999997
2,298.6,310.2,1468,40.8,66,0,0,0,0,0,0,59894.399999999994,11.599999999999966,2692.7999999999997
3,301.3,310.4,1444,40.1,195,0,0,0,0,0,0,57904.4,9.099999999999966,7819.5
2,301.8,309.9,1756,26.9,211,0,0,0,0,0,0,47236.399999999994,8.099999999999966,5675.9
3,298.0,308.1,1352,47.5,61,0,0,0,0,0,0,64220.0,10.100000000000023,2897.5
3,297.0,307.8,1411,47.9,169,0,0,0,0,0,0,67586.9,10.800000000000011,8095.099999999999
2,298.7,309.0,1642,26.6,45,0,0,0,0,0,0,43677.200000000004,10.300000000000011,1197.0
3,300.9,310.7,1603,35.5,185,0,0,0,0,0,0,56906.5,9.800000000000011,6567.5
1,301.8,310.3,1392,49.9,181,0,0,0,0,0,0,69460.8,8.5,9031.9
3,300.2,309.3,1408,37.7,77,0,0,0,0,0,0,53081.600000000006,9.100000000000023,2902.9
3,300.8,309.9,1386,48.5,142,0,0,0,0,0,0,67221.0,9.099999999999966,6887.0
3,297.7,308.9,1421,47.3,176,0,0,0,0,0,0,67213.3,11.199999999999989,8324.8
2,301.1,310.0,1312,52.8,163,0,0,0,0,0,0,69273.59999999999,8.899999999999977,8606.4
3,301.3,310.0,1489,36.9,14,0,0,0,0,0,0,54944.1,8.699999999999989,516.6
3,303.4,311.4,1247,53.3,229,1,0,1,0,1,0,66465.09999999999,8.0,12205.699999999999
3,298.5,309.3,1324,53.6,167,0,0,0,0,0,0,70966.40000000001,10.800000000000011,8951.2
1,299.7,309.5,1743,29.3,79,0,0,0,0,0,0,51069.9,9.800000000000011,2314.7000000000003
3,302.4,310.3,1484,41.1,208,1,1,0,0,0,0,60992.4,7.900000000000034,8548.800000000001
2,298.8,310.0,1377,43.2,225,0,0,0,0,0,0,59486.4,11.199999999999989,9720.0
3,303.0,311.7,1500,42.9,51,0,0,0,0,0,0,64350.0,8.699999999999989,2187.9
3,298.8,308.7,1285,50.8,140,0,0,0,0,0,0,65277.99999999999,9.899999999999977,7112.0
2,298.4,309.0,1393,50.0,15,0,0,0,0,0,0,69650.0,10.600000000000023,750.0
3,300.3,310.6,1505,44.5,6,0,0,0,0,0,0,66972.5,10.300000000000011,267.0
3,298.9,310.7,1626,33.9,3,0,0,0,0,0,0,55121.399999999994,11.800000000000011,101.69999999999999
1,298.3,309.8,1431,54.0,91,0,0,0,0,0,0,77274.0,11.5,4914.0
2,299.4,309.6,1578,31.5,178,0,0,0,0,0,0,49707.0,10.200000000000045,5607.0
3,302.3,311.1,2074,19.2,31,0,0,0,0,0,0,39820.799999999996,8.800000000000011,595.1999999999999
3,302.0,310.2,1465,42.8,111,0,0,0,0,0,0,62701.99999999999,8.199999999999989,4750.799999999999
3,302.3,311.7,1505,44.1,34,0,0,0,0,0,0,66370.5,9.399999999999977,1499.4
3,299.3,308.8,1895,22.7,202,0,0,0,0,0,0,43016.5,9.5,4585.4
3,298.4,309.0,1430,52.1,98,0,0,0,0,0,0,74503.0,10.600000000000023,5105.8
3,303.8,312.3,1661,33.6,123,0,0,0,0,0,0,55809.600000000006,8.5,4132.8
3,301.7,311.6,1360,48.9,69,0,0,0,0,0,0,66504.0,9.900000000000034,3374.1
3,300.6,312.3,1530,39.8,60,0,0,0,0,0,0,60893.99999999999,11.699999999999989,2388.0
2,300.7,311.3,1369,40.5,90,0,0,0,0,0,0,55444.5,10.600000000000023,3645.0
1,302.3,312.0,1631,32.2,147,0,0,0,0,0,0,52518.200000000004,9.699999999999989,4733.400000000001
3,302.7,310.4,1486,36.9,115,0,0,0,0,0,0,54833.4,7.699999999999989,4243.5
3,296.7,307.7,1550,34.8,155,0,0,0,0,0,0,53939.99999999999,11.0,5394.0
3,296.8,308.2,1533,39.0,15,0,0,0,0,0,0,59787.0,11.399999999999977,585.0
1,303.4,313.2,1445,43.4,116,0,0,0,0,0,0,62713.0,9.800000000000011,5034.4
2,297.9,308.3,1408,45.5,149,0,0,0,0,0,0,64064.0,10.400000000000034,6779.5
3,300.5,309.9,1520,36.8,173,0,0,0,0,0,0,55935.99999999999,9.399999999999977,6366.4
3,302.6,310.3,1728,32.9,103,0,0,0,0,0,0,56851.2,7.699999999999989,3388.7
3,302.4,310.9,1497,35.2,93,0,0,0,0,0,0,52694.4,8.5,3273.6000000000004
1,298.9,310.6,1599,33.7,222,0,0,0,0,0,0,53886.3,11.700000000000045,7481.400000000001
3,302.5,311.3,1599,34.8,128,0,0,0,0,0,0,55645.2,8.800000000000011,4454.4
1,298.8,309.2,1632,30.8,0,0,0,0,0,0,0,50265.6,10.399999999999977,0.0
3,300.4,311.7,1424,44.3,224,0,0,0,0,0,0,63083.2,11.300000000000011,9923.199999999999
2,301.8,310.9,1513,34.9,65,0,0,0,0,0,0,52803.7,9.099999999999966,2268.5
3,297.8,308.4,1514,38.7,121,0,0,0,0,0,0,58591.8,10.599999999999966,4682.700000000001
2,300.8,312.3,1385,55.0,30,0,0,0,0,0,0,76175.0,11.5,1650.0
3,300.4,308.9,1404,49.8,102,0,0,0,0,0,0,69919.2,8.5,5079.599999999999
3,303.8,312.7,1245,62.9,98,0,0,0,0,0,0,78310.5,8.899999999999977,6164.2
2,301.3,310.0,1776,22.2,199,0,0,0,0,0,0,39427.2,8.699999999999989,4417.8
3,297.2,309.5,1556,36.0,65,0,0,0,0,0,0,56016.0,12.300000000000011,2340.0
3,300.2,309.8,1317,54.0,78,0,0,0,0,0,0,71118.0,9.600000000000023,4212.0
3,298.8,309.0,1417,41.0,129,0,0,0,0,0,0,58097.0,10.199999999999989,5289.0
1,300.3,311.8,1597,36.8,35,0,0,0,0,0,0,58769.6,11.5,1288.0
3,298.8,310.4,1655,31.9,230,0,0,0,0,0,0,52794.5,11.599999999999966,7337.0
3,303.2,311.2,1534,39.1,225,0,0,0,0,0,0,59979.4,8.0,8797.5
3,298.6,309.8,1696,29.6,88,0,0,0,0,0,0,50201.600000000006,11.199999999999989,2604.8
2,298.1,308.5,1595,37.1,53,0,0,0,0,0,0,59174.5,10.399999999999977,1966.3000000000002
2,302.5,310.6,1497,36.7,173,0,0,0,0,0,0,54939.9,8.100000000000023,6349.1
3,300.4,310.9,1492,45.2,146,0,0,0,0,0,0,67438.40000000001,10.5,6599.200000000001
3,299.8,309.0,1360,49.5,165,0,0,0,0,0,0,67320.0,9.199999999999989,8167.5
2,302.7,311.5,1627,36.1,212,0,0,0,0,0,0,58734.700000000004,8.800000000000011,7653.200000000001
3,302.6,310.4,1533,36.2,101,0,0,0,0,0,0,55494.600000000006,7.7999999999999545,3656.2000000000003
3,297.8,308.3,1634,33.2,138,0,0,0,0,0,0,54248.8,10.5,4581.6
3,302.6,311.1,1886,22.4,133,0,0,0,0,0,0,42246.399999999994,8.5,2979.2
3,300.9,310.9,1586,37.9,167,0,0,0,0,0,0,60109.399999999994,10.0,6329.3
3,297.5,309.0,1697,30.0,74,0,0,0,0,0,0,50910.0,11.5,2220.0
3,302.2,310.6,1405,58.3,15,0,0,0,0,0,0,81911.5,8.400000000000034,874.5
3,300.8,310.2,2296,17.8,87,0,0,0,0,0,0,40868.8,9.399999999999977,1548.6000000000001
3,301.4,310.7,1933,19.8,156,0,0,0,0,0,0,38273.4,9.300000000000011,3088.8
3,300.2,311.0,1472,54.5,89,0,0,0,0,0,0,80224.0,10.800000000000011,4850.5
3,301.4,310.4,1357,54.5,123,0,0,0,0,0,0,73956.5,9.0,6703.5
3,297.4,308.1,1531,35.0,56,0,0,0,0,0,0,53585.0,10.700000000000045,1960.0
3,296.8,307.7,1338,49.7,165,0,0,0,0,0,0,66498.6,10.899999999999977,8200.5
2,299.8,308.4,1311,61.8,46,1,0,1,0,0,0,81019.8,8.599999999999966,2842.7999999999997
3,297.9,307.8,1311,55.9,85,0,0,0,0,0,0,73284.9,9.900000000000034,4751.5
2,301.0,309.5,1388,43.1,78,0,0,0,0,0,0,59822.8,8.5,3361.8
1,302.6,311.6,1492,37.9,128,0,0,0,0,0,0,56546.799999999996,9.0,4851.2
3,300.8,311.9,1447,54.4,176,0,0,0,0,0,0,78716.8,11.099999999999966,9574.4
3,298.2,307.8,1457,49.7,198,0,0,0,0,0,0,72412.90000000001,9.600000000000023,9840.6
2,300.2,309.5,1449,43.0,172,0,0,0,0,0,0,62307.0,9.300000000000011,7396.0
2,303.4,312.4,1532,34.1,64,0,0,0,0,0,0,52241.200000000004,9.0,2182.4
3,304.0,312.3,1272,61.8,98,1,0,1,0,0,0,78609.59999999999,8.300000000000011,6056.4
3,301.8,311.5,1572,31.9,84,0,0,0,0,0,0,50146.799999999996,9.699999999999989,2679.6
3,299.0,308.5,1810,27.2,134,0,0,0,0,0,0,49232.0,9.5,3644.7999999999997
3,302.0,311.2,1927,21.7,58,0,0,0,0,0,0,41815.9,9.199999999999989,1258.6
2,300.4,309.5,1534,38.6,156,0,0,0,0,0,0,59212.4,9.100000000000023,6021.6
3,299.4,310.5,1428,41.1,39,0,0,0,0,0,0,58690.8,11.100000000000023,1602.9
3,297.7,308.4,1501,42.1,56,0,0,0,0,0,0,63192.1,10.699999999999989,2357.6
3,298.8,309.5,1537,40.3,166,0,0,0,0,0,0,61941.1,10.699999999999989,6689.799999999999
3,300.2,309.3,1402,45.8,198,0,0,0,0,0,0,64211.6,9.100000000000023,9068.4
1,298.7,310.2,1540,39.5,119,0,0,0,0,0,0,60830.0,11.5,4700.5
3,299.2,308.8,1761,24.2,208,0,0,0,0,0,0,42616.2,9.600000000000023,5033.599999999999
2,303.4,311.8,1388,42.5,199,0,0,0,0,0,0,58990.0,8.400000000000034,8457.5
3,296.8,307.8,1700,30.8,52,0,0,0,0,0,0,52360.0,11.0,1601.6000000000001
2,297.8,308.7,1383,53.8,207,0,0,0,0,0,0,74405.4,10.899999999999977,11136.599999999999
2,301.1,311.0,1418,46.8,65,0,0,0,0,0,0,66362.4,9.899999999999977,3042.0
2,299.9,311.2,1481,38.3,66,0,0,0,0,0,0,56722.299999999996,11.300000000000011,2527.7999999999997
1,298.2,308.7,1608,35.2,9,0,0,0,0,0,0,56601.600000000006,10.5,316.8
2,300.4,310.3,1433,43.6,200,0,0,0,0,0,0,62478.8,9.900000000000034,8720.0
3,300.5,311.6,1460,41.2,127,0,0,0,0,0,0,60152.00000000001,11.100000000000023,5232.400000000001
3,302.1,310.6,2188,15.7,132,0,0,0,0,0,0,34351.6,8.5,2072.4
2,302.2,312.1,1493,48.2,182,0,0,0,0,0,0,71962.6,9.900000000000034,8772.4
2,299.2,311.0,1526,41.8,146,0,0,0,0,0,0,63786.799999999996,11.800000000000011,6102.799999999999
3,299.9,309.7,1612,27.3,30,0,0,0,0,0,0,44007.6,9.800000000000011,819.0
3,299.0,310.2,1710,25.6,54,0,0,0,0,0,0,43776.0,11.199999999999989,1382.4
1,297.3,308.2,1586,44.7,36,0,0,0,0,0,0,70894.20000000001,10.899999999999977,1609.2
3,298.2,309.1,1418,51.8,19,0,0,0,0,0,0,73452.4,10.900000000000034,984.1999999999999
3,301.0,312.0,1396,37.8,6,0,0,0,0,0,0,52768.799999999996,11.0,226.79999999999998
3,296.4,307.4,1298,50.6,60,0,0,0,0,0,0,65678.8,11.0,3036.0
3,298.2,309.7,1533,37.4,195,0,0,0,0,0,0,57334.2,11.5,7293.0
2,298.9,309.1,1584,39.2,170,0,0,0,0,0,0,62092.8,10.200000000000045,6664.000000000001
3,297.5,308.3,1313,51.0,138,0,0,0,0,0,0,66963.0,10.800000000000011,7038.0
3,297.8,308.5,1625,33.6,53,0,0,0,0,0,0,54600.0,10.699999999999989,1780.8000000000002
3,299.8,309.0,1546,35.1,91,0,0,0,0,0,0,54264.600000000006,9.199999999999989,3194.1
2,298.1,307.3,1366,53.5,7,0,0,0,0,0,0,73081.0,9.199999999999989,374.5
3,300.6,310.6,1285,63.5,160,0,0,0,0,0,0,81597.5,10.0,10160.0
3,300.4,311.5,1507,45.0,66,0,0,0,0,0,0,67815.0,11.100000000000023,2970.0
3,297.2,308.4,1504,43.7,175,0,0,0,0,0,0,65724.8,11.199999999999989,7647.500000000001
3,300.1,311.1,1593,32.7,185,0,0,0,0,0,0,52091.100000000006,11.0,6049.500000000001
2,301.1,310.7,1326,59.4,134,0,0,0,0,0,0,78764.4,9.599999999999966,7959.599999999999
3,297.4,308.2,1857,22.8,103,0,0,0,0,0,0,42339.6,10.800000000000011,2348.4
3,302.7,312.2,1518,35.9,166,0,0,0,0,0,0,54496.2,9.5,5959.4
3,301.3,311.6,1626,31.0,15,0,0,0,0,0,0,50406.0,10.300000000000011,465.0
2,301.0,312.0,1779,28.8,113,0,0,0,0,0,0,51235.200000000004,11.0,3254.4
3,304.1,313.1,1451,39.6,73,0,0,0,0,0,0,57459.6,9.0,2890.8
3,298.5,308.7,1691,28.3,45,0,0,0,0,0,0,47855.3,10.199999999999989,1273.5
2,297.9,309.0,1566,45.7,14,0,0,0,0,0,0,71566.20000000001,11.100000000000023,639.8000000000001
1,301.4,310.3,1394,59.8,70,0,0,0,0,0,0,83361.2,8.900000000000034,4186.0
3,302.5,311.0,1630,37.4,202,0,0,0,0,0,0,60962.0,8.5,7554.799999999999
3,303.7,313.0,1362,59.1,24,0,0,0,0,0,0,80494.2,9.300000000000011,1418.4
1,300.2,311.4,1402,41.3,48,0,0,0,0,0,0,57902.6,11.199999999999989,1982.3999999999999
3,300.4,310.7,1711,30.5,58,0,0,0,0,0,0,52185.5,10.300000000000011,1769.0
2,302.8,311.2,1815,24.6,111,0,0,0,0,0,0,44649.0,8.399999999999977,2730.6000000000004
2,301.4,309.8,1384,50.8,196,0,0,0,0,0,0,70307.2,8.400000000000034,9956.8
2,301.2,310.8,1554,40.4,136,0,0,0,0,0,0,62781.6,9.600000000000023,5494.4
3,296.1,307.6,1742,27.5,190,0,0,0,0,0,0,47905.0,11.5,5225.0
2,301.3,310.8,1391,43.4,171,0,0,0,0,0,0,60369.4,9.5,7421.4
2,297.9,308.9,1522,41.4,91,0,0,0,0,0,0,63010.799999999996,11.0,3767.4
3,299.8,311.6,1916,24.2,127,0,0,0,0,0,0,46367.2,11.800000000000011,3073.4
3,300.7,312.1,1360,47.9,2,0,0,0,0,0,0,65144.0,11.400000000000034,95.8
3,298.7,309.7,1458,44.0,96,0,0,0,0,0,0,64152.0,11.0,4224.0
2,297.6,307.9,1543,42.7,3,0,0,0,0,0,0,65886.1,10.299999999999955,128.10000000000002
3,299.5,311.1,1712,30.6,85,0,0,0,0,0,0,52387.200000000004,11.600000000000023,2601.0
2,301.0,311.4,1459,41.5,54,0,0,0,0,0,0,60548.5,10.399999999999977,2241.0
3,302.4,311.2,1733,24.4,193,0,0,0,0,0,0,42285.2,8.800000000000011,4709.2
1,298.3,309.5,1343,51.4,76,0,0,0,0,0,0,69030.2,11.199999999999989,3906.4
3,300.6,309.0,1728,28.6,143,0,0,0,0,0,0,49420.8,8.399999999999977,4089.8
3,302.0,311.3,1638,32.3,124,0,0,0,0,0,0,52907.399999999994,9.300000000000011,4005.2
2,297.2,308.3,1527,39.3,0,0,0,0,0,0,0,60011.1,11.100000000000023,0.0
3,298.4,308.3,1444,38.9,140,0,0,0,0,0,0,56171.6,9.900000000000034,5446.0
3,301.0,310.8,1456,50.3,59,0,0,0,0,0,0,73236.8,9.800000000000011,2967.7
2,299.9,310.6,1376,54.1,202,0,0,0,0,0,0,74441.6,10.700000000000045,10928.2
3,301.2,310.5,1685,33.3,172,0,0,0,0,0,0,56110.49999999999,9.300000000000011,5727.599999999999
3,303.2,313.1,1477,42.0,209,0,0,0,0,0,0,62034.0,9.900000000000034,8778.0
3,302.2,311.2,1564,34.4,203,0,0,0,0,0,0,53801.6,9.0,6983.2
2,299.8,309.3,1526,33.7,108,0,0,0,0,0,0,51426.200000000004,9.5,3639.6000000000004
3,297.2,308.0,1466,43.4,170,0,0,0,0,0,0,63624.4,10.800000000000011,7378.0
2,297.1,308.1,1410,43.3,144,0,0,0,0,0,0,61052.99999999999,11.0,6235.2
3,297.3,308.5,1873,24.9,167,0,0,0,0,0,0,46637.7,11.199999999999989,4158.3
3,301.0,310.8,1559,34.0,159,0,0,0,0,0,0,53006.0,9.800000000000011,5406.0
1,298.5,309.6,1543,35.5,178,0,0,0,0,0,0,54776.5,11.100000000000023,6319.0
3,302.2,311.7,1515,45.2,36,0,0,0,0,0,0,68478.0,9.5,1627.2
3,299.1,308.0,1597,30.7,116,0,0,0,0,0,0,49027.9,8.899999999999977,3561.2
3,299.8,309.2,1434,46.4,100,0,0,0,0,0,0,66537.59999999999,9.399999999999977,4640.0
3,300.3,310.6,1348,50.8,6,0,0,0,0,0,0,68478.4,10.300000000000011,304.79999999999995
2,297.8,308.5,2091,17.4,195,0,0,0,0,0,0,36383.399999999994,10.699999999999989,3392.9999999999995
3,298.2,308.1,1412,46.4,151,0,0,0,0,0,0,65516.799999999996,9.900000000000034,7006.4
3,301.1,310.8,1483,44.7,162,0,0,0,0,0,0,66290.1,9.699999999999989,7241.400000000001
2,301.5,309.7,1443,44.4,14,0,0,0,0,0,0,64069.2,8.199999999999989,621.6
1,298.8,310.1,1424,42.4,98,0,0,0,0,0,0,60377.6,11.300000000000011,4155.2
2,302.2,310.3,1587,40.0,129,0,0,0,0,0,0,63480.0,8.100000000000023,5160.0
3,297.6,307.8,1554,34.7,72,0,0,0,0,0,0,53923.8,10.199999999999989,2498.4
3,298.7,310.2,1507,37.4,51,0,0,0,0,0,0,56361.799999999996,11.5,1907.3999999999999
3,302.6,312.2,1503,36.7,80,0,0,0,0,0,0,55160.100000000006,9.599999999999966,2936.0
3,300.6,310.7,1473,42.5,144,0,0,0,0,0,0,62602.5,10.099999999999966,6120.0
3,298.6,308.9,1404,39.9,12,0,0,0,0,0,0,56019.6,10.299999999999955,478.79999999999995
3,300.9,312.2,1582,32.5,49,0,0,0,0,0,0,51415.0,11.300000000000011,1592.5
3,297.0,308.1,1611,36.7,218,0,0,0,0,0,0,59123.700000000004,11.100000000000023,8000.6
3,299.0,308.5,1503,44.0,160,0,0,0,0,0,0,66132.0,9.5,7040.0
3,299.9,309.8,1385,41.3,108,0,0,0,0,0,0,57200.49999999999,9.900000000000034,4460.4
2,301.6,310.7,1601,35.8,47,0,0,0,0,0,0,57315.799999999996,9.099999999999966,1682.6
3,297.4,308.5,1552,40.9,40,0,0,0,0,0,0,63476.799999999996,11.100000000000023,1636.0
3,301.3,310.9,1567,47.3,85,0,0,0,0,0,0,74119.09999999999,9.599999999999966,4020.4999999999995
3,301.8,310.8,1408,52.3,165,0,0,0,0,0,0,73638.4,9.0,8629.5
2,301.0,309.9,1419,46.3,195,0,0,0,0,0,0,65699.7,8.899999999999977,9028.5
3,299.2,309.8,1975,18.5,176,0,0,0,0,0,0,36537.5,10.600000000000023,3256.0
1,302.2,310.6,1434,49.0,115,0,0,0,0,0,0,70266.0,8.400000000000034,5635.0
3,302.8,311.4,1411,43.1,96,0,0,0,0,0,0,60814.1,8.599999999999966,4137.6
2,303.8,313.5,1412,37.5,118,0,0,0,0,0,0,52950.0,9.699999999999989,4425.0
3,299.0,310.5,1507,38.0,108,0,0,0,0,0,0,57266.0,11.5,4104.0
2,298.6,308.0,1358,46.6,179,0,0,0,0,0,0,63282.8,9.399999999999977,8341.4
3,297.0,308.8,1747,24.9,11,0,0,0,0,0,0,43500.299999999996,11.800000000000011,273.9
3,295.7,306.4,1384,50.4,57,0,0,0,0,0,0,69753.59999999999,10.699999999999989,2872.7999999999997
3,301.6,310.9,1584,40.8,193,0,0,0,0,0,0,64627.2,9.299999999999955,7874.4
2,302.7,312.2,1729,31.3,11,0,0,0,0,0,0,54117.700000000004,9.5,344.3
3,298.2,309.5,1314,57.4,135,0,0,0,0,0,0,75423.59999999999,11.300000000000011,7749.0
1,300.6,311.5,1402,45.3,0,0,0,0,0,0,0,63510.6,10.899999999999977,0.0
3,303.4,311.9,1367,42.5,31,1,0,1,0,0,0,58097.5,8.5,1317.5
3,301.5,310.2,2028,20.1,210,1,1,0,0,0,0,40762.8,8.699999999999989,4221.0
3,299.4,308.9,1639,30.6,92,0,0,0,0,0,0,50153.4,9.5,2815.2000000000003
3,301.9,309.2,1422,43.4,234,0,0,0,0,0,0,61714.799999999996,7.300000000000011,10155.6
2,298.1,309.3,1617,34.0,26,0,0,0,0,0,0,54978.0,11.199999999999989,884.0
2,300.1,309.2,1458,42.7,147,0,0,0,0,0,0,62256.600000000006,9.099999999999966,6276.900000000001
3,301.0,311.1,1510,44.2,27,0,0,0,0,0,0,66742.0,10.100000000000023,1193.4
3,298.7,309.7,1634,26.9,142,0,0,0,0,0,0,43954.6,11.0,3819.7999999999997
1,300.4,310.9,1632,30.6,137,0,0,0,0,0,0,49939.200000000004,10.5,4192.2
1,296.9,307.1,1632,32.3,147,0,0,0,0,0,0,52713.6,10.200000000000045,4748.099999999999
1,300.0,311.6,1681,33.0,158,0,0,0,0,0,0,55473.0,11.600000000000023,5214.0
2,302.0,310.9,1769,28.6,103,0,0,0,0,0,0,50593.4,8.899999999999977,2945.8
3,299.7,311.8,1350,48.6,124,0,0,0,0,0,0,65610.0,12.100000000000023,6026.400000000001
3,302.5,311.2,1614,36.7,186,0,0,0,0,0,0,59233.8,8.699999999999989,6826.200000000001
